ID,Nama_Pelanggan,Tanggal_Pembelian,Jumlah_Pembelian,Kategori_Buku,Harga_Satuan,Total_Harga
TRX006718,Titin Mayasari,2024-07-28,10,Pelajaran,75000,750000
TRX001816,Diana Novitasari,2024-11-06,4,Biografi,55000,220000
TRX002798,Cut Ellis Nababan,2024-09-02,6,Biografi,55000,330000
TRX000032,"R.A. Zalindra Hakim, S.H.",2024-10-29,7,Fiksi,50000,350000
TRX004387,Jaga Hardiansyah,2024-09-06,5,Fiksi,50000,250000
TRX004084,Tiara Napitupulu,2024-09-18,11,Komik,40000,440000
TRX004602,Kartika Hariyah,2024-11-17,13,Biografi,55000,715000
TRX009367,dr. Makara Maheswara,2024-05-24,19,Non-Fiksi,60000,1140000
TRX004498,"Among Permadi, S.I.Kom",2024-07-20,10,Pelajaran,75000,750000
TRX000958,Rina Hassanah,2024-05-21,10,Fiksi,50000,500000
TRX000672,Yosef Kusmawati,2025-01-02,11,Pelajaran,75000,825000
TRX003698,Drs. Kamaria Situmorang,2025-01-08,7,Pelajaran,75000,525000
TRX007329,Raihan Rajata,2024-05-09,18,Komik,40000,720000
TRX000995,"Yance Iswahyudi, S.Pd",2024-06-14,4,Biografi,55000,220000
TRX005443,Harsana Hardiansyah,2025-04-28,2,Fiksi,50000,100000
TRX008961,Sabar Pertiwi,2024-10-08,14,Pelajaran,75000,1050000
TRX002729,"Sutan Sabri Prasetya, S.H.",2024-11-21,13,Fiksi,50000,650000
TRX009562,"Danang Santoso, S.Farm",2025-05-01,12,Non-Fiksi,60000,720000
TRX002451,Dt. Saka Zulaika,2024-09-05,7,Komik,40000,280000
TRX003725,Jasmani Mustofa,2024-09-30,2,Non-Fiksi,60000,120000
TRX004200,"Cawuk Rahimah, S.Ked",2024-08-22,13,Fiksi,50000,650000
TRX007182,Dono Sudiati,2024-10-25,14,Fiksi,50000,700000
TRX005555,"T. Narji Yuniar, S.T.",2024-06-16,17,Biografi,55000,935000
TRX009288,Keisha Tampubolon,2024-11-10,9,Pelajaran,75000,675000
TRX006281,Hafshah Pratama,2025-03-27,17,Pelajaran,75000,1275000
TRX003634,Ilsa Wastuti,2025-03-17,8,Non-Fiksi,60000,480000
TRX009623,Drs. Hasta Padmasari,2024-10-27,2,Komik,40000,80000
TRX006398,Adiarja Melani,2024-12-04,13,Pelajaran,75000,975000
TRX000248,"Saiful Wahyudin, M.Pd",2024-08-14,3,Biografi,55000,165000
TRX006632,"Legawa Sudiati, S.Pd",2024-05-19,16,Non-Fiksi,60000,960000
TRX005338,Silvia Kurniawan,2024-06-09,6,Non-Fiksi,60000,360000
TRX009233,Bella Sirait,2025-04-30,19,Biografi,55000,1045000
TRX007771,Suci Simbolon,2024-12-27,7,Komik,40000,280000
TRX009486,"Tgk. Hana Yolanda, S.Pd",2024-05-19,10,Biografi,55000,550000
TRX002352,Cakrawala Maryati,2024-07-04,9,Komik,40000,360000
TRX000656,"Sutan Uda Hakim, M.Ak",2025-04-15,2,Biografi,55000,110000
TRX005516,Salimah Simanjuntak,2024-10-31,15,Biografi,55000,825000
TRX001341,"Cahyono Dongoran, M.Kom.",2025-03-07,5,Fiksi,50000,250000
TRX001600,Hana Andriani,2025-04-24,4,Non-Fiksi,60000,240000
TRX000164,Kayla Firgantoro,2025-01-15,20,Biografi,55000,1100000
TRX002236,Ir. Yulia Nainggolan,2024-06-13,4,Biografi,55000,220000
TRX007232,Tari Prasetya,2024-10-09,18,Pelajaran,75000,1350000
TRX002935,"Kasusra Uyainah, M.Kom.",2025-04-18,4,Non-Fiksi,60000,240000
TRX006032,"Gatot Mayasari, S.Pd",2024-12-26,17,Pelajaran,75000,1275000
TRX005472,"R. Zaenab Wahyuni, M.Pd",2024-11-25,12,Non-Fiksi,60000,720000
TRX008920,Emil Kuswoyo,2025-01-29,17,Pelajaran,75000,1275000
TRX009573,Dian Rajata,2024-12-07,10,Biografi,55000,550000
TRX004668,"Yani Purwanti, S.E.",2025-01-10,1,Biografi,55000,55000
TRX005934,"Uda Sitorus, S.Pt",2025-02-02,18,Fiksi,50000,900000
TRX002152,Garang Prasetyo,2024-07-23,18,Pelajaran,75000,1350000
TRX004485,"Ina Andriani, S.Psi",2024-11-08,14,Komik,40000,560000
TRX000929,Hana Padmasari,2025-02-01,15,Fiksi,50000,750000
TRX004344,Malika Lazuardi,2024-06-13,12,Pelajaran,75000,900000
TRX000695,Anastasia Usada,2024-10-21,4,Pelajaran,75000,300000
TRX009339,Ir. Raina Hidayanto,2024-06-10,3,Fiksi,50000,150000
TRX002154,Febi Mardhiyah,2024-06-15,20,Biografi,55000,1100000
TRX004569,Taswir Zulaika,2024-09-24,12,Pelajaran,75000,900000
TRX000633,Paris Salahudin,2024-11-21,7,Biografi,55000,385000
TRX009563,Anastasia Maryadi,2025-04-30,11,Fiksi,50000,550000
TRX002980,Daliono Siregar,2024-10-03,1,Biografi,55000,55000
TRX005355,Qori Haryanti,2024-10-16,6,Non-Fiksi,60000,360000
TRX004070,Galih Najmudin,2025-03-11,15,Komik,40000,600000
TRX007151,"R. Jinawi Sitorus, S.E.",2024-11-21,15,Pelajaran,75000,1125000
TRX001399,Siska Hakim,2024-10-16,19,Komik,40000,760000
TRX004419,Jabal Saefullah,2024-06-17,11,Biografi,55000,605000
TRX002517,Prabawa Narpati,2024-06-07,2,Pelajaran,75000,150000
TRX003813,R. Nurul Irawan,2024-12-11,14,Biografi,55000,770000
TRX004292,Luwes Fujiati,2024-12-12,2,Non-Fiksi,60000,120000
TRX007213,"Ikhsan Waskita, S.Farm",2024-11-03,4,Fiksi,50000,200000
TRX006088,Kiandra Ardianto,2025-03-22,17,Pelajaran,75000,1275000
TRX005193,Kasusra Pangestu,2025-03-23,3,Non-Fiksi,60000,180000
TRX004889,"Kasiyah Budiman, S.Psi",2024-10-01,13,Non-Fiksi,60000,780000
TRX009092,"Dr. Dadap Budiyanto, S.Ked",2024-10-22,9,Pelajaran,75000,675000
TRX000116,"Oskar Prayoga, S.H.",2024-09-20,7,Biografi,55000,385000
TRX006988,"Jelita Saragih, S.E.I",2024-12-15,15,Non-Fiksi,60000,900000
TRX004187,Harjo Mardhiyah,2025-02-14,11,Komik,40000,440000
TRX005196,Tgk. Eli Haryanto,2025-02-05,20,Non-Fiksi,60000,1200000
TRX006879,"Cut Ifa Siregar, M.M.",2024-11-23,2,Biografi,55000,110000
TRX008120,"Putri Riyanti, M.TI.",2024-07-22,15,Biografi,55000,825000
TRX004606,Maya Mansur,2025-01-17,14,Komik,40000,560000
TRX004025,Nurul Tamba,2024-07-21,20,Non-Fiksi,60000,1200000
TRX009537,"Sutan Catur Waskita, S.Ked",2024-07-06,11,Biografi,55000,605000
TRX002934,Darmana Mustofa,2024-10-12,3,Pelajaran,75000,225000
TRX007276,Oskar Damanik,2024-05-30,17,Fiksi,50000,850000
TRX000202,Drs. Ella Maheswara,2024-11-06,12,Fiksi,50000,600000
TRX003187,Tania Yulianti,2025-04-07,15,Fiksi,50000,750000
TRX007644,"Dt. Harimurti Uyainah, S.T.",2024-05-21,16,Non-Fiksi,60000,960000
TRX001528,"Dr. Leo Hardiansyah, M.Ak",2025-02-08,5,Komik,40000,200000
TRX005140,Mitra Kurniawan,2024-09-06,20,Biografi,55000,1100000
TRX001104,"Raihan Damanik, S.Gz",2025-04-05,6,Pelajaran,75000,450000
TRX000941,"Calista Agustina, M.M.",2024-05-15,19,Pelajaran,75000,1425000
TRX002306,Dewi Pudjiastuti,2024-09-11,5,Non-Fiksi,60000,300000
TRX007449,Nabila Mangunsong,2024-11-29,3,Fiksi,50000,150000
TRX004193,Marsito Usamah,2024-07-24,1,Non-Fiksi,60000,60000
TRX008879,Gada Andriani,2024-09-27,6,Komik,40000,240000
TRX007356,"Baktianto Wijayanti, M.TI.",2024-07-17,15,Komik,40000,600000
TRX004911,Sarah Sudiati,2024-08-12,2,Biografi,55000,110000
TRX006085,"Dina Andriani, S.IP",2024-09-20,3,Biografi,55000,165000
TRX001338,H. Lasmanto Lazuardi,2025-01-09,17,Komik,40000,680000
TRX006833,Calista Kurniawan,2024-11-30,12,Komik,40000,480000
TRX000433,Faizah Sudiati,2024-05-31,18,Komik,40000,720000
TRX007222,Prayogo Saptono,2024-12-19,15,Non-Fiksi,60000,900000
TRX008357,"Drs. Farah Tamba, S.Farm",2024-09-17,12,Komik,40000,480000
TRX001902,Elisa Gunarto,2024-10-15,16,Pelajaran,75000,1200000
TRX007020,drg. Viktor Pranowo,2024-09-09,8,Fiksi,50000,400000
TRX008231,"Novi Sitompul, S.H.",2024-10-22,14,Komik,40000,560000
TRX001434,Adinata Winarsih,2025-02-03,17,Fiksi,50000,850000
TRX003173,Umaya Kusumo,2024-07-02,8,Non-Fiksi,60000,480000
TRX009506,"Ir. Salsabila Lailasari, S.E.I",2024-12-02,15,Fiksi,50000,750000
TRX002704,Purwadi Melani,2024-09-25,14,Non-Fiksi,60000,840000
TRX008793,Nyoman Januar,2024-08-08,18,Pelajaran,75000,1350000
TRX009073,Syahrini Pradipta,2024-09-23,20,Non-Fiksi,60000,1200000
TRX000137,Ida Saptono,2024-08-05,7,Non-Fiksi,60000,420000
TRX006604,Alika Januar,2024-08-09,3,Biografi,55000,165000
TRX005315,"R. Azalea Siregar, S.I.Kom",2024-12-15,12,Komik,40000,480000
TRX005331,"Ir. Galar Aryani, S.IP",2025-01-14,3,Komik,40000,120000
TRX005959,Soleh Gunawan,2024-12-21,20,Pelajaran,75000,1500000
TRX003534,Simon Mandala,2025-02-28,14,Pelajaran,75000,1050000
TRX006312,"Marsudi Narpati, S.Psi",2025-02-24,15,Komik,40000,600000
TRX008203,Maida Oktaviani,2024-11-18,14,Biografi,55000,770000
TRX000553,Uchita Iswahyudi,2024-07-07,7,Komik,40000,280000
TRX002393,Yulia Siregar,2024-08-22,17,Biografi,55000,935000
TRX008082,Balijan Wacana,2024-07-05,12,Pelajaran,75000,900000
TRX007527,Mutia Saputra,2024-10-02,20,Fiksi,50000,1000000
TRX005334,"drg. Shakila Kuswandari, S.Farm",2024-10-07,4,Pelajaran,75000,300000
TRX002545,"Timbul Marbun, S.IP",2025-01-16,9,Pelajaran,75000,675000
TRX003972,Mursinin Halim,2024-06-29,6,Non-Fiksi,60000,360000
TRX002278,"R. Ciaobella Agustina, M.Farm",2024-06-10,16,Non-Fiksi,60000,960000
TRX009100,Wani Purnawati,2024-11-02,2,Non-Fiksi,60000,120000
TRX009364,"Ismail Najmudin, M.Ak",2025-04-21,8,Non-Fiksi,60000,480000
TRX005655,Victoria Tamba,2025-03-02,11,Biografi,55000,605000
TRX000244,Cut Zelda Mustofa,2025-02-01,13,Komik,40000,520000
TRX009324,Nova Kusumo,2024-11-08,17,Fiksi,50000,850000
TRX007268,Maida Gunawan,2024-09-12,8,Pelajaran,75000,600000
TRX008050,Elon Yolanda,2024-12-08,18,Biografi,55000,990000
TRX003201,Amalia Wastuti,2024-05-21,18,Fiksi,50000,900000
TRX009409,KH. Paiman Permata,2024-05-30,14,Biografi,55000,770000
TRX001148,"Padmi Prasetyo, S.Psi",2025-01-24,15,Biografi,55000,825000
TRX005011,Dr. Malik Safitri,2024-09-10,6,Pelajaran,75000,450000
TRX008756,Ian Wijayanti,2024-11-30,11,Komik,40000,440000
TRX002200,"Hilda Laksmiwati, S.I.Kom",2025-03-17,13,Non-Fiksi,60000,780000
TRX006489,"Murti Yuniar, S.Sos",2024-08-16,1,Komik,40000,40000
TRX007709,Salman Puspita,2025-04-30,6,Pelajaran,75000,450000
TRX008705,Cut Ajeng Yuniar,2024-10-17,9,Pelajaran,75000,675000
TRX009861,Johan Halimah,2024-10-18,8,Pelajaran,75000,600000
TRX009520,"Dr. Eli Hutagalung, M.Kom.",2024-12-03,11,Fiksi,50000,550000
TRX007186,Halima Sitompul,2024-11-09,19,Komik,40000,760000
TRX004463,Alika Mayasari,2024-12-25,9,Komik,40000,360000
TRX004805,Kunthara Yuniar,2025-04-07,17,Biografi,55000,935000
TRX006768,Latika Prakasa,2024-07-24,12,Biografi,55000,660000
TRX006493,Jagaraga Handayani,2024-05-06,14,Biografi,55000,770000
TRX009823,"Drs. Ikin Irawan, M.Kom.",2025-03-17,15,Pelajaran,75000,1125000
TRX009059,Iriana Lazuardi,2025-04-09,16,Komik,40000,640000
TRX000343,Uli Yolanda,2025-03-02,20,Pelajaran,75000,1500000
TRX007483,Baktiono Waskita,2024-07-22,1,Fiksi,50000,50000
TRX001581,Ani Puspita,2024-05-07,10,Biografi,55000,550000
TRX007422,Dt. Rudi Iswahyudi,2024-07-02,8,Pelajaran,75000,600000
TRX004733,"Drs. Yoga Safitri, S.Pd",2025-03-07,18,Pelajaran,75000,1350000
TRX004659,Dr. Danang Yolanda,2024-11-21,1,Fiksi,50000,50000
TRX005812,"Jaga Siregar, S.I.Kom",2024-09-14,2,Non-Fiksi,60000,120000
TRX002239,"Cut Yuliana Prasetyo, M.M.",2024-07-23,1,Komik,40000,40000
TRX009274,Putri Safitri,2024-07-05,1,Non-Fiksi,60000,60000
TRX009880,Dr. Tina Wahyuni,2025-04-19,9,Biografi,55000,495000
TRX007473,Tina Hartati,2025-03-21,13,Pelajaran,75000,975000
TRX002162,Bakti Wahyuni,2024-10-31,1,Fiksi,50000,50000
TRX009803,Ade Siregar,2024-07-13,13,Fiksi,50000,650000
TRX007916,Yance Usada,2024-11-07,20,Komik,40000,800000
TRX007623,"T. Kuncara Nurdiyanti, S.I.Kom",2025-02-21,7,Non-Fiksi,60000,420000
TRX005520,"Cici Gunawan, S.E.",2024-10-01,2,Komik,40000,80000
TRX000921,Dina Wasita,2024-10-18,6,Pelajaran,75000,450000
TRX001731,Dodo Suryatmi,2024-12-21,7,Komik,40000,280000
TRX005228,Dacin Lazuardi,2024-12-08,14,Fiksi,50000,700000
TRX009140,"drg. Gasti Haryanti, S.Kom",2025-03-16,18,Fiksi,50000,900000
TRX006254,"Jessica Kurniawan, S.Farm",2025-01-11,15,Biografi,55000,825000
TRX001351,Wira Usada,2024-07-30,2,Biografi,55000,110000
TRX004804,"Hj. Rini Maheswara, M.M.",2024-08-12,10,Pelajaran,75000,750000
TRX002584,Sakura Rahmawati,2024-09-04,12,Non-Fiksi,60000,720000
TRX002690,R.M. Yoga Mandasari,2024-06-01,17,Komik,40000,680000
TRX009705,Karta Hardiansyah,2025-01-07,8,Pelajaran,75000,600000
TRX004986,dr. Salman Padmasari,2024-09-26,11,Biografi,55000,605000
TRX004764,Oni Nugroho,2025-03-15,3,Komik,40000,120000
TRX007539,"Ratna Natsir, S.E.I",2025-02-15,6,Biografi,55000,330000
TRX006926,Harsanto Wahyuni,2025-02-04,9,Komik,40000,360000
TRX002618,Ir. Janet Mayasari,2024-05-28,6,Non-Fiksi,60000,360000
TRX009732,Lili Sudiati,2024-07-07,9,Pelajaran,75000,675000
TRX008170,"Vanesa Prayoga, S.T.",2024-09-06,7,Komik,40000,280000
TRX009162,Jasmin Sihombing,2024-06-22,9,Fiksi,50000,450000
TRX009369,Yani Mansur,2025-04-09,18,Fiksi,50000,900000
TRX005980,Hendri Suartini,2024-11-22,12,Komik,40000,480000
TRX001883,"Ulva Mulyani, S.Pd",2024-09-25,8,Komik,40000,320000
TRX007979,"Drs. Zelda Sihotang, M.Pd",2024-08-29,8,Komik,40000,320000
TRX001064,"Darimin Pangestu, S.Kom",2024-10-17,18,Fiksi,50000,900000
TRX000187,Tgk. Silvia Situmorang,2024-06-15,20,Fiksi,50000,1000000
TRX000266,"Cahyadi Yulianti, S.E.",2024-08-05,15,Komik,40000,600000
TRX003753,Dr. Marsito Uyainah,2024-05-06,7,Biografi,55000,385000
TRX002726,Titin Latupono,2025-03-13,11,Biografi,55000,605000
TRX003963,"Tgk. Kanda Kuswandari, M.Farm",2024-12-02,20,Non-Fiksi,60000,1200000
TRX009020,Hj. Titin Agustina,2024-11-02,16,Pelajaran,75000,1200000
TRX007409,"Pangeran Nasyidah, S.Pd",2025-03-18,4,Biografi,55000,220000
TRX001263,"drg. Yani Budiman, M.TI.",2024-07-17,6,Fiksi,50000,300000
TRX005944,Ajiono Wibowo,2025-05-05,3,Biografi,55000,165000
TRX008272,Asmadi Winarsih,2025-04-25,9,Non-Fiksi,60000,540000
TRX003751,Daliono Santoso,2024-05-07,10,Non-Fiksi,60000,600000
TRX009665,"KH. Caraka Suwarno, S.T.",2024-11-28,14,Pelajaran,75000,1050000
TRX003795,Salman Halim,2025-04-25,11,Biografi,55000,605000
TRX002688,"Violet Sihombing, S.Kom",2024-12-10,18,Fiksi,50000,900000
TRX005388,"Dr. Anggabaya Tamba, M.M.",2025-04-28,12,Fiksi,50000,600000
TRX008291,Latif Wulandari,2024-11-04,12,Komik,40000,480000
TRX006957,"Putri Prasetyo, M.Pd",2024-06-22,13,Fiksi,50000,650000
TRX002555,Gilda Melani,2025-04-14,13,Pelajaran,75000,975000
TRX003873,"KH. Raditya Suwarno, S.Gz",2025-02-09,19,Pelajaran,75000,1425000
TRX004962,Kayla Agustina,2025-03-28,19,Fiksi,50000,950000
TRX007377,"Ir. Galar Puspasari, S.Gz",2024-05-08,14,Fiksi,50000,700000
TRX009512,Paiman Ramadan,2025-01-08,4,Komik,40000,160000
TRX007720,Lukman Handayani,2024-10-29,13,Fiksi,50000,650000
TRX008932,"R.A. Siska Yuliarti, S.I.Kom",2025-02-26,8,Komik,40000,320000
TRX000055,"Drs. Kenes Suartini, S.Kom",2025-03-22,19,Komik,40000,760000
TRX007085,"H. Yoga Nababan, S.Pd",2024-07-30,12,Fiksi,50000,600000
TRX003670,Elma Zulaika,2024-12-06,18,Non-Fiksi,60000,1080000
TRX008069,Cengkir Natsir,2025-04-05,6,Non-Fiksi,60000,360000
TRX004532,"Oliva Lazuardi, S.Sos",2025-02-06,18,Komik,40000,720000
TRX009939,Ikhsan Setiawan,2025-03-29,19,Fiksi,50000,950000
TRX000696,T. Cager Marpaung,2024-07-08,5,Non-Fiksi,60000,300000
TRX002468,Tgk. Agnes Sitompul,2024-11-08,9,Fiksi,50000,450000
TRX000025,Titin Mangunsong,2025-03-09,3,Fiksi,50000,150000
TRX005788,Candra Sinaga,2024-11-05,10,Fiksi,50000,500000
TRX000003,Cut Vicky Utami,2024-11-03,19,Biografi,55000,1045000
TRX001262,Hj. Ilsa Lestari,2024-10-29,3,Fiksi,50000,150000
TRX006921,"Drs. Kunthara Tamba, S.Pt",2025-04-27,15,Biografi,55000,825000
TRX001982,"H. Galiono Novitasari, S.H.",2025-02-19,1,Komik,40000,40000
TRX008461,Karma Hidayat,2025-02-22,7,Non-Fiksi,60000,420000
TRX000940,"Dr. Capa Agustina, M.Pd",2024-06-19,12,Non-Fiksi,60000,720000
TRX009277,dr. Bakiman Tampubolon,2024-06-20,17,Non-Fiksi,60000,1020000
TRX009882,Tasdik Prabowo,2025-04-11,20,Non-Fiksi,60000,1200000
TRX001827,"Gamblang Sitompul, S.I.Kom",2025-02-24,5,Non-Fiksi,60000,300000
TRX000637,Gasti Safitri,2024-11-15,4,Non-Fiksi,60000,240000
TRX005853,drg. Kanda Yulianti,2024-08-26,12,Non-Fiksi,60000,720000
TRX004774,Balijan Winarsih,2024-06-28,20,Komik,40000,800000
TRX001531,Melinda Permadi,2024-09-05,18,Fiksi,50000,900000
TRX007511,"Luwes Oktaviani, S.H.",2024-06-23,17,Pelajaran,75000,1275000
TRX003663,Mahmud Sinaga,2025-01-29,19,Biografi,55000,1045000
TRX001164,Wulan Latupono,2025-02-13,9,Pelajaran,75000,675000
TRX003553,Hamima Namaga,2024-11-07,4,Pelajaran,75000,300000
TRX006241,"Intan Dongoran, M.TI.",2025-01-13,2,Fiksi,50000,100000
TRX009795,"dr. Oliva Melani, M.M.",2024-11-16,4,Fiksi,50000,200000
TRX006060,Aurora Sihombing,2025-04-27,2,Fiksi,50000,100000
TRX000140,"Dadi Sinaga, M.TI.",2024-10-03,15,Non-Fiksi,60000,900000
TRX007737,Warta Kuswoyo,2024-07-21,2,Komik,40000,80000
TRX004630,Yahya Nasyiah,2024-05-05,4,Non-Fiksi,60000,240000
TRX004626,Dt. Luis Haryanto,2025-03-04,6,Komik,40000,240000
TRX009407,Mumpuni Usamah,2024-12-25,7,Komik,40000,280000
TRX001899,"Sutan Saka Anggraini, S.IP",2024-05-28,10,Pelajaran,75000,750000
TRX009419,Kawaya Fujiati,2024-05-08,19,Pelajaran,75000,1425000
TRX007463,"Rendy Hidayanto, S.E.I",2024-10-23,19,Komik,40000,760000
TRX006588,Jagaraga Sitompul,2025-04-22,12,Komik,40000,480000
TRX001313,Bakianto Hidayanto,2024-06-06,3,Non-Fiksi,60000,180000
TRX006456,Cemani Ramadan,2024-06-30,13,Non-Fiksi,60000,780000
TRX009708,R. Kamal Pradana,2024-06-02,18,Pelajaran,75000,1350000
TRX003504,Laila Wibisono,2024-05-23,8,Fiksi,50000,400000
TRX008779,Siti Waskita,2025-03-22,15,Komik,40000,600000
TRX004080,Iriana Budiyanto,2024-06-28,1,Non-Fiksi,60000,60000
TRX004893,Samiah Lazuardi,2025-02-07,3,Pelajaran,75000,225000
TRX004220,Dt. Maras Safitri,2025-04-03,8,Non-Fiksi,60000,480000
TRX009838,Praba Padmasari,2024-08-21,4,Komik,40000,160000
TRX003427,Naradi Hidayanto,2024-06-28,16,Komik,40000,640000
TRX003975,Olivia Kurniawan,2024-07-19,10,Biografi,55000,550000
TRX005548,Winda Sihombing,2024-08-27,12,Fiksi,50000,600000
TRX003295,Puti Intan Farida,2025-01-22,14,Biografi,55000,770000
TRX003923,Lala Wijayanti,2024-08-25,14,Pelajaran,75000,1050000
TRX002042,Jasmani Manullang,2024-11-10,2,Non-Fiksi,60000,120000
TRX004224,Sutan Cahya Wijaya,2024-07-28,5,Pelajaran,75000,375000
TRX004233,"KH. Samsul Palastri, S.Pd",2025-04-15,5,Komik,40000,200000
TRX001031,"Cakrabirawa Salahudin, S.I.Kom",2025-01-23,6,Biografi,55000,330000
TRX006443,Kadir Puspita,2024-05-25,13,Biografi,55000,715000
TRX005179,Bancar Gunarto,2024-09-17,9,Biografi,55000,495000
TRX005709,Kemal Riyanti,2025-02-15,15,Pelajaran,75000,1125000
TRX009167,Paulin Pudjiastuti,2025-01-15,14,Komik,40000,560000
TRX006252,Gaduh Pranowo,2024-11-08,7,Non-Fiksi,60000,420000
TRX007256,"Ulya Situmorang, S.Kom",2025-03-30,20,Non-Fiksi,60000,1200000
TRX008313,Septi Mulyani,2025-03-20,2,Pelajaran,75000,150000
TRX006321,Caraka Nashiruddin,2025-01-28,7,Biografi,55000,385000
TRX002899,Latif Ramadan,2025-01-17,6,Fiksi,50000,300000
TRX009488,Balijan Najmudin,2024-10-25,17,Pelajaran,75000,1275000
TRX008503,"Raharja Purnawati, S.Gz",2024-11-03,2,Pelajaran,75000,150000
TRX003123,"Drs. Malika Yuliarti, M.Pd",2024-06-10,3,Komik,40000,120000
TRX006210,Elvin Winarsih,2025-02-23,5,Non-Fiksi,60000,300000
TRX008974,Dwi Januar,2024-12-31,5,Pelajaran,75000,375000
TRX008447,Olga Prastuti,2025-03-24,1,Pelajaran,75000,75000
TRX007066,Julia Tamba,2025-04-30,8,Biografi,55000,440000
TRX002645,Mumpuni Yolanda,2025-03-05,12,Biografi,55000,660000
TRX002773,Baktianto Suryono,2025-02-05,4,Fiksi,50000,200000
TRX007160,Puti Febi Simanjuntak,2025-04-20,13,Komik,40000,520000
TRX008162,Mila Sitompul,2024-10-17,15,Fiksi,50000,750000
TRX008106,Hj. Ina Padmasari,2025-05-02,11,Biografi,55000,605000
TRX000243,Karya Purnawati,2024-06-20,10,Non-Fiksi,60000,600000
TRX006986,Yani Sihotang,2025-01-23,3,Biografi,55000,165000
TRX005028,Ella Ardianto,2024-12-16,14,Komik,40000,560000
TRX004531,Hilda Prasetya,2024-12-17,16,Biografi,55000,880000
TRX001228,"Ulya Yuniar, S.Farm",2025-01-05,10,Komik,40000,400000
TRX004110,Zaenab Tarihoran,2024-11-05,10,Komik,40000,400000
TRX000056,Mustika Sitompul,2024-06-16,12,Komik,40000,480000
TRX006130,Malika Hassanah,2024-09-28,9,Komik,40000,360000
TRX003219,Vicky Samosir,2024-09-23,1,Komik,40000,40000
TRX000688,Puspa Kurniawan,2025-02-04,5,Non-Fiksi,60000,300000
TRX003464,Mariadi Sudiati,2024-12-27,20,Fiksi,50000,1000000
TRX005973,Saadat Setiawan,2024-10-20,8,Pelajaran,75000,600000
TRX004925,"R. Paulin Napitupulu, S.T.",2024-09-17,11,Fiksi,50000,550000
TRX005796,"Sari Hutagalung, S.Pt",2025-02-28,12,Komik,40000,480000
TRX009315,Samsul Mayasari,2024-10-06,1,Non-Fiksi,60000,60000
TRX005405,"Among Prastuti, M.Farm",2024-10-08,20,Biografi,55000,1100000
TRX004154,Vivi Rahayu,2025-02-27,11,Non-Fiksi,60000,660000
TRX006020,Umaya Firgantoro,2024-10-28,5,Komik,40000,200000
TRX008899,T. Kenari Namaga,2024-10-09,15,Non-Fiksi,60000,900000
TRX006184,Safina Maryadi,2024-08-27,5,Non-Fiksi,60000,300000
TRX003969,Kania Prasetyo,2024-05-20,12,Komik,40000,480000
TRX005991,"Drs. Oskar Siregar, S.E.I",2024-12-26,5,Non-Fiksi,60000,300000
TRX003624,Olivia Melani,2024-12-27,17,Pelajaran,75000,1275000
TRX005930,Hasta Utama,2025-02-09,17,Pelajaran,75000,1275000
TRX005771,Dt. Mujur Permadi,2025-01-24,12,Non-Fiksi,60000,720000
TRX009403,"Ir. Silvia Marbun, M.TI.",2024-09-28,15,Biografi,55000,825000
TRX001343,Ivan Manullang,2024-11-24,15,Komik,40000,600000
TRX005725,Karya Pratiwi,2025-04-01,6,Pelajaran,75000,450000
TRX006861,"Teddy Maulana, M.Kom.",2024-08-04,12,Biografi,55000,660000
TRX001523,Azalea Prasetya,2024-07-19,20,Non-Fiksi,60000,1200000
TRX008683,"drg. Daru Haryanto, S.T.",2024-08-24,18,Biografi,55000,990000
TRX003942,Gina Gunarto,2025-03-03,14,Fiksi,50000,700000
TRX001730,"Danang Maryati, S.I.Kom",2024-08-16,2,Pelajaran,75000,150000
TRX001769,Nadine Hasanah,2024-05-11,9,Non-Fiksi,60000,540000
TRX002141,Arta Yulianti,2024-05-11,5,Komik,40000,200000
TRX006294,Ciaobella Nurdiyanti,2024-12-29,20,Non-Fiksi,60000,1200000
TRX002172,"Radit Saefullah, S.T.",2025-02-06,1,Komik,40000,40000
TRX001203,Drs. Qori Natsir,2024-09-24,3,Non-Fiksi,60000,180000
TRX000211,Safina Waluyo,2024-07-03,6,Biografi,55000,330000
TRX007246,Rini Yolanda,2024-07-06,5,Biografi,55000,275000
TRX007617,"Puti Padma Ramadan, S.Sos",2025-05-03,5,Biografi,55000,275000
TRX004524,Kariman Waskita,2025-03-21,1,Fiksi,50000,50000
TRX003806,Yuliana Situmorang,2025-03-27,17,Komik,40000,680000
TRX002120,Widya Laksmiwati,2024-08-22,19,Biografi,55000,1045000
TRX001451,Cut Olivia Mandala,2024-06-27,14,Fiksi,50000,700000
TRX008830,Eli Pradana,2025-01-21,12,Komik,40000,480000
TRX005580,Kamidin Yuniar,2024-09-29,10,Non-Fiksi,60000,600000
TRX004516,Gabriella Maryadi,2025-01-24,20,Fiksi,50000,1000000
TRX003669,Candrakanta Tarihoran,2025-02-05,18,Pelajaran,75000,1350000
TRX004725,Puti Salimah Pradana,2024-09-23,11,Fiksi,50000,550000
TRX000425,Yessi Sitompul,2024-07-20,2,Fiksi,50000,100000
TRX008883,"Calista Laksmiwati, M.Kom.",2025-03-04,18,Komik,40000,720000
TRX007556,Fathonah Rahayu,2024-10-30,7,Non-Fiksi,60000,420000
